parent_asin,avg_rating,review_count,credibility_score,themes_counts,themes_pct,summary,evidence,pos_snippets,neg_snippets,formatted_summary
B089RLLT5C,4.014,72,1,"Usability (9), Scent (6), Quality (1), Value (1)","Usability 53%, Scent 35%, Quality 6%, Value 6%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","This product does what it says  It's back to looking like when the hairdresser first did  The texture is smooth you don't need a whole lot it completely covers everything a very nicely The smell is amazing and the feeling that your hair has after you've left it in for 10 minutes is incredible it's so soft but not so soft that you can't do anything with it The frizziness is gone 100% this product is five stars  Not only does it leave   I was nervous the first time I used it but then I realized ok its not going to bleach my hair or anything lol Not worth it. | After doing some research, <br /><br />..but ALL   The smell was pleasant and the consistency was easy to work with... | This purple shampoo has a light floral scent and is super easy to apply.","This product does what it says  It's back to looking like when the hairdresser first did  The texture is smooth you don't need a whole lot it completely covers everything a very nicely The smell is amazing and the feeling that your hair has after you've left it in for 10 minutes is incredible it's so soft but not so soft that you can't do anything with it The frizziness is gone 100% this product is five stars  Not only does it leave   I was nervous the first time I used it but then I realized ok its not going to bleach my hair or anything lol Not worth it. | It smells so good, but also it works so well.","This product does what it says  It's back to looking like when the hairdresser first did  The texture is smooth you don't need a whole lot it completely covers everything a very nicely The smell is amazing and the feeling that your hair has after you've left it in for 10 minutes is incredible it's so soft but not so soft that you can't do anything with it The frizziness is gone 100% this product is five stars  Not only does it leave   I was nervous the first time I used it but then I realized ok its not going to bleach my hair or anything lol Not worth it. | And even though   Didn’t do it for  <br />That being said,  Instead, after  The smell is also not the greatest, but <br /> Leaves your hair shinny and healthy.","Based on 72 verified reviews (avg rating 4.0/5, credibility 1.00). Top themes: Usability 53%, Scent 35%, Quality 6%, Value 6%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08B16K4LB,4.066,91,1,"Usability (10), Quality (7), Value (7), Battery (4), Delivery (2), Noise (1)","Usability 32%, Quality 23%, Value 23%, Battery 13%, Delivery 6%, Noise 3%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Do NOT use first-person words (I, my, me, we, our)","Product was easy to use , the product looks modern, has all the features anyone is looking for Great buy. | <br /><br />Thus far, the Brori grooms better than any unit   It charges fast, is quiet, and the head follows body contours better than   It will be interesting if the groomer performs for   The head life is going to be the true test.<br /><br />For the price,  Not a good razor. | Easy to use Great Body Groomer.","This product does a great job trimming   The charging station has a small footprint which is great for    Good buy. | Product was easy to use , the product looks modern, has all the features anyone is looking for Great buy.","The adjustable trimmer was not bad. | Excelente producto e ideal para mis necesidades de limpieza de bellos, barba y cabello Nice feel and balance but terrible design..","Based on 91 verified reviews (avg rating 4.1/5, credibility 1.00). Top themes: Usability 32%, Quality 23%, Value 23%, Battery 13%, Delivery 6%, Noise 3%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Do NOT use first-person words (I, my, me, we, our)"
B08B1FF461,3.586,70,1,"Value (12), Quality (11), Usability (5), Scent (1), Safety (1)","Value 40%, Quality 37%, Usability 17%, Scent 3%, Safety 3%","Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. No external facts; only use information present in the input. Compress redundancy; keep 1–2 sentences.","The best quality for the best price Not worth the money. | Only good thing is it’s soft not worth the money at all Great Value. | Great price, true to length, beautiful blonde wig and soft with no smell.",Only good thing is it’s soft not worth the money at all Great Value. | The best quality for the best price Not worth the money.,Folks are giving their hard earned dollars and to be taken advantage of like this is bad business. | Why do these companies do that to hard working people?,"Based on 70 verified reviews (avg rating 3.6/5, credibility 1.00). Top themes: Value 40%, Quality 37%, Usability 17%, Scent 3%, Safety 3%. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. No external facts; only use information present in the input. Compress redundancy; keep 1–2 sentences."
B08B1PR9C7,4.591,650,1,"Usability (41), Value (8), Delivery (2), Quality (1), Noise (1), Fit (1)","Usability 76%, Value 15%, Delivery 4%, Quality 2%, Noise 2%, Fit 2%","Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. No external facts; only use information present in the input.","This was    Just this little sample that  Doing this one nail, now confirmed that this won’t be as hard as  Everything about this kit is easy to use and great quality. | The instructions are great  I will buy more from them So easy to use and a great value you get so much.. | Easy to use, great value products !!!!.",Love love love this kit! | Works great and is super easy to use.,"Getting your nails done is incredibly expensive, so   This kit was very easy to use and the results are professional. | Hopefully  The amount given is very disappointing because  Perfect for Beginners & Worth Your Money!.","Based on 650 verified reviews (avg rating 4.6/5, credibility 1.00). Top themes: Usability 76%, Value 15%, Delivery 4%, Quality 2%, Noise 2%, Fit 2%. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. No external facts; only use information present in the input."
B08B4RN9WN,4.732,157,1,"Usability (19), Value (6), Quality (5), Scent (1), Safety (1)","Usability 59%, Value 19%, Quality 16%, Scent 3%, Safety 3%","Nail lamp dries nails in less than 2 mins and heats up very fast. Works flawlessly and dries all type of gels quickly. Perfect for personal use or a gift. Lamp is pretty big so you can dry not only hands, but also feet too.",I used a gel mood color called Atlantis i use to use at the nail place i aleays went but they closed down so i had to find it online and get a light and do it myself but glad i can save soo much money now and looks just as great on my real nails Light && Compact yet delivers salon quality finishes. | The motion detection works supper easy! | very easy to use.,It works so well   Small and lightweight with great result. | The motion detection works supper easy!,It did have a smell the first time  Much efficient and effective.. | Dries quick!.,"Based on 157 verified reviews (avg rating 4.7/5, credibility 1.00). Top themes: Usability 59%, Value 19%, Quality 16%, Scent 3%, Safety 3%. Nail lamp dries nails in less than 2 mins and heats up very fast. Works flawlessly and dries all type of gels quickly. Perfect for personal use or a gift. Lamp is pretty big so you can dry not only hands, but also feet too."
B08BBQ29N5,4.352,256,1,"Usability (7), Quality (5), Value (3), Scent (2), Fit (2), Delivery (1)","Usability 35%, Quality 25%, Value 15%, Scent 10%, Fit 10%, Delivery 5%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","This was easy to work with and good value for the money, however it smells soooooo bad. | Loved the length as well The hair is a good length and a good size. | [[VIDEOID:95dab97b745d2bf8835c9bd676c00bec]] I like this hair a lot it’s easy and does not tangle Worth it !!!.",Love love love  I've gotten so many compliments Enough for  Loved how  Will post pictures later. | Loved the length as well The hair is a good length and a good size.,"Only thing  Also, the locs had an unpleasant smell when  It’s not terrible, but it’s noticeable. | 24 is super long and difficult to manipulate into different styles or to sleep comfortably with Beautiful but can be heavy.","Based on 256 verified reviews (avg rating 4.4/5, credibility 1.00). Top themes: Usability 35%, Quality 25%, Value 15%, Scent 10%, Fit 10%, Delivery 5%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08BG3ZJPP,4.058,52,1,"Fit (11), Quality (7), Value (7), Usability (3), Content (2), Scent (2), Battery (1)","Fit 33%, Quality 21%, Value 21%, Usability 9%, Content 6%, Scent 6%, Battery 3%","Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. The cord management is quite messy, and discolored!!","Cons: Outside not great-made of nylon, cord doesn’t fit well.<br />Pros: Attachments do fit well Light weight.. | Great mold fits good Great case. | The handle is strong and the case material is smooth, soft and sturdy.","Great mold fits good Great case. | Cons: Outside not great-made of nylon, cord doesn’t fit well.<br />Pros: Attachments do fit well Light weight..",Now  DO NOT BUY - unless you like dealing with a strong chemical smell!. | The smell disappears soon as you open it all up and let it air out for a little bit.,"Based on 52 verified reviews (avg rating 4.1/5, credibility 1.00). Top themes: Fit 33%, Quality 21%, Value 21%, Usability 9%, Content 6%, Scent 6%, Battery 3%. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. The cord management is quite messy, and discolored!!"
B08BHS3GTH,4.061,66,1,"Usability (20), Value (13), Fit (9), Quality (8), Delivery (2), Scent (1)","Usability 38%, Value 25%, Fit 17%, Quality 15%, Delivery 4%, Scent 2%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",Easy to print on The price was better than any other  The softness of the mask  seems good quality. | Since this time of covid a mask is very important this one fits very well washable and easy to wear Affordable and fast shipping!. | I havent washed them yet but everything else checks out great Good product and cheap price.,Love love love! | Since this time of covid a mask is very important this one fits very well washable and easy to wear Affordable and fast shipping!.,"great for not making waste, as disposable masks in this ""pandemic"" are honestly a bit much of a waste. | This is a must if you hate disposable masks!!","Based on 66 verified reviews (avg rating 4.1/5, credibility 1.00). Top themes: Usability 38%, Value 25%, Fit 17%, Quality 15%, Delivery 4%, Scent 2%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08BL85TKP,4.375,144,1,"Value (11), Usability (11), Quality (3), Fit (1)","Value 42%, Usability 42%, Quality 12%, Fit 4%","The brush on the eyeliner is terrible. Can't readjust lashes after putting them on, liner is too sticky. Loose lashes everywhere. Almost every pair has at least one side where some lashes are pointing the wrong direction. The magnets don't feel very strong either pulling them off the tray.","I love how easy they are to apply and they stay on so well Great quality and price. | They are great very lite weight stays on good can't even feel that they are false0 Good deal for the price!. | These were easy to apply just had to practice putting eyeliner on the top lid ( which  They are light weight and a great purchase  Easy and fast, so much better than lashes with glue A Must Have!!!!.",I love how easy they are to apply and they stay on so well Great quality and price. | This is the best thing they could have ever come up with One of the best lashes  literally the easiest pair of lashes  The eyeliner goes on smooth and is very black and all of the lashes are high quality and stayed in place all day.,The brush on the eyeliner is terrible. | Quality is pretty bad.,"Based on 144 verified reviews (avg rating 4.4/5, credibility 1.00). Top themes: Value 42%, Usability 42%, Quality 12%, Fit 4%. The brush on the eyeliner is terrible. Can't readjust lashes after putting them on, liner is too sticky. Loose lashes everywhere. Almost every pair has at least one side where some lashes are pointing the wrong direction. The magnets don't feel very strong either pulling them off the tray."
B08BNBWTXP,4.232,56,1,"Usability (20), Value (7), Battery (7), Fit (1)","Usability 57%, Value 20%, Battery 20%, Fit 3%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Easy to get used to, they gave a lot of extra sander bits and it’s much appreciated.<br />Nail drills can be costly and this one is probably your best bet if you want to start getting into nails and don’t want to go out and buy a super expensive one, when this one works just as great! | I like this drill easy to use just wish the power button wasnt on the cord n could come with the ball bit Great. | Easy to use and well made.","Easy to get used to, they gave a lot of extra sander bits and it’s much appreciated.<br />Nail drills can be costly and this one is probably your best bet if you want to start getting into nails and don’t want to go out and buy a super expensive one, when this one works just as great! | I like this drill easy to use just wish the power button wasnt on the cord n could come with the ball bit Great.","Easy to get used to, they gave a lot of extra sander bits and it’s much appreciated.<br />Nail drills can be costly and this one is probably your best bet if you want to start getting into nails and don’t want to go out and buy a super expensive one, when this one works just as great! | DO NOT BUY!!!!.","Based on 56 verified reviews (avg rating 4.2/5, credibility 1.00). Top themes: Usability 57%, Value 20%, Battery 20%, Fit 3%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08BNRVD5Y,3.515,68,1,"Quality (8), Value (5), Scent (3), Usability (2)","Quality 44%, Value 28%, Scent 17%, Usability 11%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",For the price of the hair it is very good it sheds but not to much  Best hair    These r the cheapest ones    Lovely quality natural black hair. | Love how soft it is and minimal shedding El cabello no es bueno por que en la punta está vacío  Está vacío en la punta Great quality for price!!!. | Hair has no bad smell & true to length.,For the price of the hair it is very good it sheds but not to much  Best hair    These r the cheapest ones    Lovely quality natural black hair. | Love how soft it is and minimal shedding El cabello no es bueno por que en la punta está vacío  Está vacío en la punta Great quality for price!!!.,Hair has no bad smell & true to length. | After 5 days hair went bad I paid $90 it was a waste of money Beautiful bundles.,"Based on 68 verified reviews (avg rating 3.5/5, credibility 1.00). Top themes: Quality 44%, Value 28%, Scent 17%, Usability 11%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08BS3TC3J,3.818,55,1,"Usability (19), Fit (13), Quality (5), Value (4), Content (1)","Usability 45%, Fit 31%, Quality 12%, Value 10%, Content 2%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Love these more than any other mask that  They are well made, fit well and are easy breathing cotton! | May not even be 100% cotton (especially shiny printed material on outside).<br /><br />Good fit though and comfortable. | Great masks, fashionable, might as well look good while being safe Very comfortable.","Love these more than any other mask that  They are well made, fit well and are easy breathing cotton! | Great masks, fashionable, might as well look good while being safe Very comfortable.",Comfortable but a bit difficult to breathe. | It doesn’t make breathing any more difficult in  And  Very nice and adjustable.,"Based on 55 verified reviews (avg rating 3.8/5, credibility 1.00). Top themes: Usability 45%, Fit 31%, Quality 12%, Value 10%, Content 2%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08BXNM5W5,4.045,66,1,"Usability (21), Battery (4), Value (3), Quality (1), Delivery (1), Noise (1)","Usability 68%, Battery 13%, Value 10%, Quality 3%, Delivery 3%, Noise 3%","Reviews are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Heat temp settings are great for   Nice price point, easy to hold, easy to use, very happy with results.<br />  works great. | straightens hair easily convenient and  So easy to use and gives great volume. | Sept 2020: This arrived yesterday, so   <br />Two days ago  It is well made and the components are equal or better than the more expensive model.","Heat temp settings are great for   Nice price point, easy to hold, easy to use, very happy with results.<br />  works great. | Works quickly on semi-air-dried hair best, and leaves it smooth & silky.","Even better, the highest setting is perfectly powerful and effective but not so hot that it burns  <br /><br />Small:   It fits comfortably and the cord seamlessly rotates as you spin the brush.<br /><br />Classy: This looks so much more expensive than it is. | Light weight Bulky and hard to handle.","Based on 66 verified reviews (avg rating 4.0/5, credibility 1.00). Top themes: Usability 68%, Battery 13%, Value 10%, Quality 3%, Delivery 3%, Noise 3%. Reviews are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08BZNW9NK,4.473,258,1,"Usability (34), Value (5), Content (2), Quality (1)","Usability 81%, Value 12%, Content 5%, Quality 2%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",So easy to adjust and so easy to use! | Easy to use and perfect packaging. | They're so easy to use and the price is wonderful.,Easy to use and perfect packaging. | Easy and stays on good...,Not sure if that’s normal but it was disappointing to see that. | Not bad for the price.it holds all day.,"Based on 258 verified reviews (avg rating 4.5/5, credibility 1.00). Top themes: Usability 81%, Value 12%, Content 5%, Quality 2%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08C9T688H,4.776,134,1,"Usability (13), Value (6), Fit (2), Delivery (1), Battery (1)","Usability 57%, Value 26%, Fit 9%, Delivery 4%, Battery 4%","You are summarizing a batch of product reviews. Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","It's easy to hold, easy to use, no water gets inside it when using it in the shower, and now   Minimal cost for such wonder!. | Silicone 'teeth' are soft yet hard enough to go through <br /><br />Price was about half of the others - love this! | As advertised works great recommend seller It really works..",As advertised works great recommend seller It really works.. | Works good not sure if it makes a difference yet Great scalp massage!.,"The bristle are hard silucine. | Like others said, the bristles are pretty hard and tangle the hair.","Based on 134 verified reviews (avg rating 4.8/5, credibility 1.00). Top themes: Usability 57%, Value 26%, Fit 9%, Delivery 4%, Battery 4%. You are summarizing a batch of product reviews. Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08CDWBNWC,3.261,69,1,"Fit (12), Quality (6), Usability (6), Value (1)","Fit 48%, Quality 24%, Usability 24%, Value 4%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Easy to use. | GREAT PRICE AND VALU FOR STYLE. | Secondly, only tried on the stripped one .....perfect fit and the look was so feminine (girly, girl here)!",Did not keep hair dry Love. | Good product but needs work.,Not dry hair. | Did not keep hair dry Love.,"Based on 69 verified reviews (avg rating 3.3/5, credibility 1.00). Top themes: Fit 48%, Quality 24%, Usability 24%, Value 4%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08CKCV9HD,4.561,278,1,"Usability (33), Value (6), Quality (1), Delivery (1), Scent (1)","Usability 79%, Value 14%, Quality 2%, Delivery 2%, Scent 2%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",It is very easy to use and has no smell. | This product was super easy to use.<br />Quality was great. | Super easy to use and looks great on.,Super easy to use and looks great on. | Good purchase for the price and easy to work with!.,Really like this product bye nail salon this definitely will save me a lot of money I'm so happy with my purchase Waste of Money. | Don’t waste your money!,"Based on 278 verified reviews (avg rating 4.6/5, credibility 1.00). Top themes: Usability 79%, Value 14%, Quality 2%, Delivery 2%, Scent 2%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08CNDL4CZ,3.74,50,1,"Usability (18), Value (8), Quality (1)","Usability 67%, Value 30%, Quality 4%","These lashes have to be one of the best finds yet, 10 pairs for this price is really hard to beat. They are like the ardell ones but better! They are longer, but just enough, nothing dramatic! ! Disappointed. No two lashes are the same length. It makes it hard to wear when they aren’t evenly matched.","These lashes have to be one of the best finds yet, 10 pairs for this price is really hard to beat.<br />An excellent dupe for Ardell lashes, and the band is more comfortable. | Love these,  Love these and great price. | So easy to apply and such a great price.","Love these,  Love these and great price. | These lashes have to be one of the best finds yet, 10 pairs for this price is really hard to beat.<br />An excellent dupe for Ardell lashes, and the band is more comfortable.","These lashes have to be one of the best finds yet, 10 pairs for this price is really hard to beat.<br />An excellent dupe for Ardell lashes, and the band is more comfortable. | It makes it hard to wear when they aren’t evenly matched.","Based on 50 verified reviews (avg rating 3.7/5, credibility 1.00). Top themes: Usability 67%, Value 30%, Quality 4%. These lashes have to be one of the best finds yet, 10 pairs for this price is really hard to beat. They are like the ardell ones but better! They are longer, but just enough, nothing dramatic! ! Disappointed. No two lashes are the same length. It makes it hard to wear when they aren’t evenly matched."
B08CQ17K4X,4.087,69,1,"Value (9), Usability (8), Quality (6), Fit (5), Content (4)","Value 28%, Usability 25%, Quality 19%, Fit 16%, Content 12%","Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. No external facts; only use information present in the input.","That is worth the cost to  Not worth $40. | Great fit and material. | The Slip masks are, by far, the highest quality mask  The nose guard allows the mask to sit comfortably on your face (something that is sometimes missing in the cheaper silk masks), and it looks expensive and classy AF.","That is worth the cost to  Not worth $40. | Perfect for professional looks, and the nudish-pink is a perfect neutral to match everything.","The Slip masks are, by far, the highest quality mask  The nose guard allows the mask to sit comfortably on your face (something that is sometimes missing in the cheaper silk masks), and it looks expensive and classy AF. | The best face mask ever.","Based on 69 verified reviews (avg rating 4.1/5, credibility 1.00). Top themes: Value 28%, Usability 25%, Quality 19%, Fit 16%, Content 12%. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. No external facts; only use information present in the input."
B08D9FYDLJ,3.276,58,1,"Value (9), Quality (7), Usability (4), Delivery (1), Fit (1)","Value 41%, Quality 32%, Usability 18%, Delivery 5%, Fit 5%","Reviews are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Do NOT use first-person words (I, my, me, we, our). No external facts; only use information present in the input.","Quick delivery and the wig is  very good quality.<br />I recommend it Beautiful hair, but needs some work on construction.. | Very impressed..good price and great quality. | I love everything about it Not  Not good at all, stiff and bad hair texture.","I love everything about it Not  Not good at all, stiff and bad hair texture. | I love it styled her up and went on my way Love the Wig but not the Texture.","I love everything about it Not  Not good at all, stiff and bad hair texture. | If it was more curly,   Wig not bad other than not being curly.","Based on 58 verified reviews (avg rating 3.3/5, credibility 1.00). Top themes: Value 41%, Quality 32%, Usability 18%, Delivery 5%, Fit 5%. Reviews are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Do NOT use first-person words (I, my, me, we, our). No external facts; only use information present in the input."
B08D9JY2Z1,2.849,73,1,"Battery (13), Usability (11), Value (5), Delivery (2)","Battery 42%, Usability 35%, Value 16%, Delivery 6%","This is a great, lightweight head shaver that does the job very well. The battery charge lasts a long time and the many different attachments are easy to install and attach. The motor is much stronger and the shave is much closer. Cuts evenly. Great shave, close and fast.",This one it’s ok for the price like said before but not lasting for the price  and put back and try to charge and use again it’s not charge at all… some of the parts that included still in the original box untouched. | The battery charge lasts a long time and the many different attachments are easy to install and attach. | It’s been in trash.sorry but this one NOT good for money or battery life at all Great shaver.,"It does wonderfully, easy to us and it works great Head Shaver. | Unfortunately, the rotating cutters retain hair stubs which clogs and shuts it down.<br />While this did a great job cutting hair, get ready for daily cleaning.<br /> Had to return it and ordered another brand with Amazon.com Good buy!.","After using it   Hate it! | This product does the job, but is difficult to remove the blade heads or to substitute the head trimmer with other extensions - first one broke on me and second one is on its way out in 4 months Didn't work for  When this shaver worked, it did OK.","Based on 73 verified reviews (avg rating 2.8/5, credibility 1.00). Top themes: Battery 42%, Usability 35%, Value 16%, Delivery 6%. This is a great, lightweight head shaver that does the job very well. The battery charge lasts a long time and the many different attachments are easy to install and attach. The motor is much stronger and the shave is much closer. Cuts evenly. Great shave, close and fast."
B08DCHXQWB,4.524,84,1,"Usability (15), Value (8), Quality (1), Delivery (1), Battery (1)","Usability 58%, Value 31%, Quality 4%, Delivery 4%, Battery 4%",This pen is very easy to use! Good. Works quickly and not greasy. Great eraser for smeared makeup and other mistakes. Amazon keeps asking  Wait before going over an area you erased. This comes with replacement tips but  They don't wash out very well to reuse.,"This makeup corrector is so easy to use and travels well since it fits perfectly into    It is worth the price  Works great. | Item just arrived today, date of manufacture is said to be Dec 2017 (more than 3 years ago), with a general shelf life of 36 months, so in other words, )<br /><br />Haven't tried it yet, cause  Works well. | You only use a drop, donuts worth the value for your money.",This makeup corrector is so easy to use and travels well since it fits perfectly into    It is worth the price  Works great. | Works well and  Love Love.,Maybelline and so many places end up doing away with the OG'S which is awful and sad. | Worked better then   However taking off the magnetic liner is one of the most difficult things!,"Based on 84 verified reviews (avg rating 4.5/5, credibility 1.00). Top themes: Usability 58%, Value 31%, Quality 4%, Delivery 4%, Battery 4%. This pen is very easy to use! Good. Works quickly and not greasy. Great eraser for smeared makeup and other mistakes. Amazon keeps asking  Wait before going over an area you erased. This comes with replacement tips but  They don't wash out very well to reuse."
B08DK2XWB2,4.139,137,1,"Usability (17), Value (8), Content (1)","Usability 65%, Value 31%, Content 4%","The product is thick and clumpy and goops onto your lashes. It is very thick and it's short which makes it awkward to apply. It does lengthen and volumize, and it does not smudge which  But it's not easy to remove.","The mascara is easy to apply and eyelashes look great and natural Worth it!. | Easy to apply, does not clump and makes   Also very easy to remove…  !! | This is beautiful looking, easy to apply but very very hard to remove.","The mascara is easy to apply and eyelashes look great and natural Worth it!. | Easy to apply, does not clump and makes   Also very easy to remove…  !!",It's was about 2 weeks after  BAD PRODUCT. | This mascara is a waste of time and money.,"Based on 137 verified reviews (avg rating 4.1/5, credibility 1.00). Top themes: Usability 65%, Value 31%, Content 4%. The product is thick and clumpy and goops onto your lashes. It is very thick and it's short which makes it awkward to apply. It does lengthen and volumize, and it does not smudge which  But it's not easy to remove."
B08DKG8TJJ,3.386,329,1,"Fit (12), Usability (9), Quality (1), Value (1)","Fit 52%, Usability 39%, Quality 4%, Value 4%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",Very easy to use .very comfortable. | It’s comfortable and easy to breath with. | Fits well and works pretty good to help breathing with mask on.,Fits well and works pretty good to help breathing with mask on. | These are great work well to keep your mask from sucking in while taking a breath.,Would order from them again Waste of money. | Product is a waste of money Very Helpful.,"Based on 329 verified reviews (avg rating 3.4/5, credibility 1.00). Top themes: Fit 52%, Usability 39%, Quality 4%, Value 4%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B08DKHNY8W,3.42,88,1,"Usability (15), Fit (9), Quality (1), Value (1), Delivery (1)","Usability 56%, Fit 33%, Quality 4%, Value 4%, Delivery 4%","Reviews are written collectively (customers as a group), neutral and factual. No external facts; only use information present in the input. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","These fit nicely inside any mask  Made it comfortable to have the mask not laying right against   Size. | they settle high enough on  They hit fare nigh down  Many were too small, hitting from the tip of   ()<br /><br />    To keep it from falling out when   It’s easy to keep clean and also feels cooler since the material is kep away from   It also helps  XL Adult face mask bracket. | Could use a smaller size for kids.",This works great! | Works well..,"Bad on fit, ventilation, comfort. | Good idea, terrible implementation.","Based on 88 verified reviews (avg rating 3.4/5, credibility 1.00). Top themes: Usability 56%, Fit 33%, Quality 4%, Value 4%, Delivery 4%. Reviews are written collectively (customers as a group), neutral and factual. No external facts; only use information present in the input. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
