parent_asin,avg_rating,review_count,credibility_score,themes,summary,formatted_summary
B07XKCBF5Q,4.127272727,55,1,"Quality (1), Value (9), Usability (15)","Love these little pots of lip exfoliating joy. Easy to use and wipe off. Dead skin on lips just slides off. Don’t particularly like the vanilla flavor, overly sweet but the others are fine.","Based on 55 verified reviews (avg rating 4.1/5, credibility 1.00): Love these little pots of lip exfoliating joy. Easy to use and wipe off. Dead skin on lips just slides off. Don’t particularly like the vanilla flavor, overly sweet but the others are fine."
B07XLCRKW3,3.75862069,29,1,"Quality (6), Value (8), Delivery (2), Usability (1)",Love these!!. This was a great stocking stuffer for  She LOVES them. The Elsa one gets worn about everyday and has held up great so far. Cute and good quality. Didn’t come packaged so they were messed up. Not worth it. Anna hair tangled in two minutes.,"Based on 29 verified reviews (avg rating 3.8/5, credibility 1.00): Love these!!. This was a great stocking stuffer for  She LOVES them. The Elsa one gets worn about everyday and has held up great so far. Cute and good quality. Didn’t come packaged so they were messed up. Not worth it. Anna hair tangled in two minutes."
B07XM732BN,3.269230769,26,1,"Quality (2), Value (13), Delivery (1), Usability (6)","Silky without weight. Better than those silicone silk therapy drops. Won’t weigh your hair down but takes the frizz. Smells amazing too! Complete waste of money. Did not improve. Overly priced, check the fluid ounces, very little in the bottle.","Based on 26 verified reviews (avg rating 3.3/5, credibility 1.00): Silky without weight. Better than those silicone silk therapy drops. Won’t weigh your hair down but takes the frizz. Smells amazing too! Complete waste of money. Did not improve. Overly priced, check the fluid ounces, very little in the bottle."
B07XN46M34,4.333333333,33,1,"Quality (1), Value (4), Usability (9)","Wash your hands with this stainless steel bar and no smells remain - great gift! A fresh hand.. Seems unlikely to work, but it does. Works wonderfully. Used after cooking and NO more onion smell on  Ineffective.","Based on 33 verified reviews (avg rating 4.3/5, credibility 1.00): Wash your hands with this stainless steel bar and no smells remain - great gift! A fresh hand.. Seems unlikely to work, but it does. Works wonderfully. Used after cooking and NO more onion smell on  Ineffective."
B07XPN6V4M,3.167741935,155,1,"Quality (15), Value (48), Delivery (7), Usability (41)",The caps to about half of the them do not stay on which is annoying but the colors are great and they apply really well. They are not long lasting as advertised lids won't stay on. Non of the color matches up with the images. Clear caps won't staying on an hard to put on.,"Based on 155 verified reviews (avg rating 3.2/5, credibility 1.00): The caps to about half of the them do not stay on which is annoying but the colors are great and they apply really well. They are not long lasting as advertised lids won't stay on. Non of the color matches up with the images. Clear caps won't staying on an hard to put on."
B07XRFLQGT,4.188405797,69,1,"Quality (13), Value (29), Delivery (2), Content (2), Usability (7)","This wig is beautiful. For the price   Great wig. Decent Wig for it’s price. It does tangle a little bit and sheds a bit aswell while trying to style it, but for $35 this is a pretty decent wig!","Based on 69 verified reviews (avg rating 4.2/5, credibility 1.00): This wig is beautiful. For the price   Great wig. Decent Wig for it’s price. It does tangle a little bit and sheds a bit aswell while trying to style it, but for $35 this is a pretty decent wig!"
B07XRGFNPV,4.7375,80,1,"Quality (10), Value (12), Delivery (6), Usability (44)","Teens/preteen loved them. Easy to install and remove Buy this hair!. If you want a good product for a value, this the hair to purchase. Used 8 of the 10 bundles. Soft and bouncy but pretty heavy and the ends tangle badly.","Based on 80 verified reviews (avg rating 4.7/5, credibility 1.00): Teens/preteen loved them. Easy to install and remove Buy this hair!. If you want a good product for a value, this the hair to purchase. Used 8 of the 10 bundles. Soft and bouncy but pretty heavy and the ends tangle badly."
B07XRJC4TY,3.447368421,38,1,"Quality (2), Value (5), Usability (30)","The liquid eyeliner contains magnets, so the lashes adhere to the eyeliner. Easy to apply and look nice & natural. Better than glue on strips!. The liner is awesome!  The hold is great.","Based on 38 verified reviews (avg rating 3.4/5, credibility 1.00): The liquid eyeliner contains magnets, so the lashes adhere to the eyeliner. Easy to apply and look nice & natural. Better than glue on strips!. The liner is awesome!  The hold is great."
B07XTJWHM1,3.486666667,150,1,"Quality (8), Value (22), Delivery (6), Content (1), Usability (105)",These are the worst magnetic lashes  They wouldn’t even adhere to the eyeliner at all. For ladies who hate the glue!. These are fun and easy to use. Cute sassy and sexy!  Try them out you will love them! Do NOT waste your money!.  5 months and they’re super frustrating touse.,"Based on 150 verified reviews (avg rating 3.5/5, credibility 1.00): These are the worst magnetic lashes  They wouldn’t even adhere to the eyeliner at all. For ladies who hate the glue!. These are fun and easy to use. Cute sassy and sexy!  Try them out you will love them! Do NOT waste your money!.  5 months and they’re super frustrating touse."
B07XTQM1XF,4.384615385,26,1,"Value (2), Usability (9)",This is the best pomade  Great product. This stuff smells great and holds extremely well. It's easy to work with and lasts all day. Smells and hold just as  4 star for the small size Have  Been 2 weeks and alot of tough weather for   .. and some sunshine would be nice!,"Based on 26 verified reviews (avg rating 4.4/5, credibility 1.00): This is the best pomade  Great product. This stuff smells great and holds extremely well. It's easy to work with and lasts all day. Smells and hold just as  4 star for the small size Have  Been 2 weeks and alot of tough weather for   .. and some sunshine would be nice!"
B07XVNJFNF,4.3125,32,1,"Quality (3), Value (9), Delivery (6), Usability (2)","The colors are not as pictured. There is no bright orange or pale yellow, there are a lot of browns and many more muted pastel colors. They don't come in a giftable package. If staying in hair is what is important to you, these can't be beat.","Based on 32 verified reviews (avg rating 4.3/5, credibility 1.00): The colors are not as pictured. There is no bright orange or pale yellow, there are a lot of browns and many more muted pastel colors. They don't come in a giftable package. If staying in hair is what is important to you, these can't be beat."
B07XW8NB41,4.432432432,37,1,"Quality (3), Value (7), Delivery (1), Usability (4)","This bag is perfect for traveling. It’s well made and has lots of pockets to select for your toiletries. Just a little big..  If it was just a little smaller, it would be a 5 * Worth it!. His is much larger than  A sturdy and adequate travel bag.","Based on 37 verified reviews (avg rating 4.4/5, credibility 1.00): This bag is perfect for traveling. It’s well made and has lots of pockets to select for your toiletries. Just a little big..  If it was just a little smaller, it would be a 5 * Worth it!. His is much larger than  A sturdy and adequate travel bag."
B07XX55537,2.666666667,45,1,"Quality (2), Value (11), Delivery (1), Content (1), Usability (20)"," Automatic Makeup Brush Cleaner. Easy to set up and cleaners and drys brushes great. There are all different adapters so it fits every brush. It fits nicely on my daughters vanity Need this in your life!!. Where has this been !! So pros the time to clean, the time spent to wash the brushes. Cons taking the case off the handle the little piece gets stuck.","Based on 45 verified reviews (avg rating 2.7/5, credibility 1.00):  Automatic Makeup Brush Cleaner. Easy to set up and cleaners and drys brushes great. There are all different adapters so it fits every brush. It fits nicely on my daughters vanity Need this in your life!!. Where has this been !! So pros the time to clean, the time spent to wash the brushes. Cons taking the case off the handle the little piece gets stuck."
B07XX662TV,4.454545455,33,1,"Quality (4), Value (9), Delivery (3), Usability (12)",The best.uvw found in a wig to date. The hair fibers are so thick. They feel scratchy and tangled easily. It looks great but feels awful to touch. The color is beautiful but the lace was very hard to hide. The wig was insanely shiny making it not as natural looking as the products picture.,"Based on 33 verified reviews (avg rating 4.5/5, credibility 1.00): The best.uvw found in a wig to date. The hair fibers are so thick. They feel scratchy and tangled easily. It looks great but feels awful to touch. The color is beautiful but the lace was very hard to hide. The wig was insanely shiny making it not as natural looking as the products picture."
B07XY3DZM6,4.590909091,66,1,"Quality (5), Value (6), Delivery (2), Content (1), Usability (13)","The best thing about this is the Comb. great for detangling. got this for   and it has a great durability & longevity. Lifesaver during quarantine. Works, but  It works, but is awkward in that the bristles can come off the base. Love it, Will buy again. Get it now!","Based on 66 verified reviews (avg rating 4.6/5, credibility 1.00): The best thing about this is the Comb. great for detangling. got this for   and it has a great durability & longevity. Lifesaver during quarantine. Works, but  It works, but is awkward in that the bristles can come off the base. Love it, Will buy again. Get it now!"
B07XYXSYCD,3.884615385,26,1,"Quality (1), Value (1), Delivery (4), Usability (6)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 26 verified reviews (avg rating 3.9/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B07Y1V8PDL,3,45,1,"Value (14), Usability (11)","Contains a poisonous toxic chemical formaldehyde. Have headaches,  watering eyes. Sore throat. Located in Hong Kong,  they gave the person the run around on the answer. It is illegal to put it into anything here in the   And now this hair conditioner.","Based on 45 verified reviews (avg rating 3.0/5, credibility 1.00): Contains a poisonous toxic chemical formaldehyde. Have headaches,  watering eyes. Sore throat. Located in Hong Kong,  they gave the person the run around on the answer. It is illegal to put it into anything here in the   And now this hair conditioner."
B07Y2G133N,3.473684211,38,1,"Quality (5), Value (9), Delivery (2), Usability (5)","This is the best gel   Super hold with no flakes or build up on  Not the rat tail combs in the picture shown. Cracked container. The container was cracked all the way down the fron. Not even good for twist outs, there is absolutely no hold.","Based on 38 verified reviews (avg rating 3.5/5, credibility 1.00): This is the best gel   Super hold with no flakes or build up on  Not the rat tail combs in the picture shown. Cracked container. The container was cracked all the way down the fron. Not even good for twist outs, there is absolutely no hold."
B07Y3CGWWJ,4.464285714,28,1,"Quality (3), Value (11), Delivery (4), Usability (6)",Love the pallete of colors. eyeshadow stays on all day Beautiful Color!. Colors are beautiful and highly pigmented! They went on very well and lasted until  Very happy with  Just wow!.    It was still in perfect place even after sleeping the entire night.,"Based on 28 verified reviews (avg rating 4.5/5, credibility 1.00): Love the pallete of colors. eyeshadow stays on all day Beautiful Color!. Colors are beautiful and highly pigmented! They went on very well and lasted until  Very happy with  Just wow!.    It was still in perfect place even after sleeping the entire night."
B07Y5G5JYL,3.892857143,28,1,"Quality (4), Value (2), Delivery (2), Usability (13)",Clinique Intense Eye Liner. Easy glide and excellent quality. It goes on incredibly smooth and stays on all day with minimal smudging. Will definitely buy again! Great Value!. Only eyeliner   It really stays! Love clinic!. Love the clinic brand.,"Based on 28 verified reviews (avg rating 3.9/5, credibility 1.00): Clinique Intense Eye Liner. Easy glide and excellent quality. It goes on incredibly smooth and stays on all day with minimal smudging. Will definitely buy again! Great Value!. Only eyeliner   It really stays! Love clinic!. Love the clinic brand."
B07Y6WBGQQ,3.801470588,136,1,"Quality (12), Value (18), Delivery (4), Content (1), Usability (58)",Great with the Halloween display. It's ok hard to use because it is very stiff and hard to put tips in( they won't stay in) Decent for price. This is a piece of doody. If it's not reusable the whole thing is pointless.,"Based on 136 verified reviews (avg rating 3.8/5, credibility 1.00): Great with the Halloween display. It's ok hard to use because it is very stiff and hard to put tips in( they won't stay in) Decent for price. This is a piece of doody. If it's not reusable the whole thing is pointless."
B07Y7VRF18,3.893939394,66,1,"Quality (1), Value (9), Delivery (3), Content (3), Usability (33)","It's a good basic beard/hair straightener. It's lightweight, and doesn't take too long to warm up. The only con was that the teeth of the brush aren't very long so it wasn't as effective as  It's more suited for shorter beards and hair.","Based on 66 verified reviews (avg rating 3.9/5, credibility 1.00): It's a good basic beard/hair straightener. It's lightweight, and doesn't take too long to warm up. The only con was that the teeth of the brush aren't very long so it wasn't as effective as  It's more suited for shorter beards and hair."
B07Y8VSKKX,4.145833333,48,1,"Quality (8), Value (11), Usability (20)","Not for sensitive skin. Nice hair, but...... Not 42 inches. Was so disappointed. Worth the value.. clean, light, and per feathered. This hair work for . Great price, and it worked great for  Itchy hair.","Based on 48 verified reviews (avg rating 4.1/5, credibility 1.00): Not for sensitive skin. Nice hair, but...... Not 42 inches. Was so disappointed. Worth the value.. clean, light, and per feathered. This hair work for . Great price, and it worked great for  Itchy hair."
B07Y9NHL4F,4.733333333,30,1,"Quality (4), Value (6), Usability (1)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 30 verified reviews (avg rating 4.7/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B07YBYB9VW,4.259259259,27,1,"Quality (3), Value (9), Content (1), Usability (4)","Detangling comb. Works on   This gets the snarls out but doesn't break  cheaply made. the ends of the comb are rough and I would not use these near a scalp or on my hair, returning Getting the wrong color poses an inconvenience.. It's a solid wide tooth comb.","Based on 27 verified reviews (avg rating 4.3/5, credibility 1.00): Detangling comb. Works on   This gets the snarls out but doesn't break  cheaply made. the ends of the comb are rough and I would not use these near a scalp or on my hair, returning Getting the wrong color poses an inconvenience.. It's a solid wide tooth comb."
B07YCHH3B9,3.724137931,29,1,"Quality (2), Value (1), Delivery (2), Usability (6)","The colorful sponges do hold the oil drops well. Lasts for hours. The face is hard to tighten on once the oil is on the pad. Numerous times the face fell off, causing the pad to fall out.","Based on 29 verified reviews (avg rating 3.7/5, credibility 1.00): The colorful sponges do hold the oil drops well. Lasts for hours. The face is hard to tighten on once the oil is on the pad. Numerous times the face fell off, causing the pad to fall out."
B07YD61894,3.784313725,51,1,"Quality (8), Value (13), Delivery (3), Content (2), Usability (43)",This product is super easy to use and is lightweight but not in a cheap way. The waves are still there 3 days later!!!  Worth every penny!!! But a side not to the designers: put the digital buttons on the inside! Love it. Love the waves this makes!! So easy to used Nope. as all these curling irons and curling gadgets it leaves the ends hanging straight. I dont like it at all.,"Based on 51 verified reviews (avg rating 3.8/5, credibility 1.00): This product is super easy to use and is lightweight but not in a cheap way. The waves are still there 3 days later!!!  Worth every penny!!! But a side not to the designers: put the digital buttons on the inside! Love it. Love the waves this makes!! So easy to used Nope. as all these curling irons and curling gadgets it leaves the ends hanging straight. I dont like it at all."
B07YDBM545,3.545454545,33,1,"Quality (4), Value (5), Delivery (2), Usability (24)","Great value for the money. Heats up fast and give you beautiful curls in a short amount of time. Straightener works well too but  Great flat iron, NOT a curling iron. Doesn't seem to get hot enough.","Based on 33 verified reviews (avg rating 3.5/5, credibility 1.00): Great value for the money. Heats up fast and give you beautiful curls in a short amount of time. Straightener works well too but  Great flat iron, NOT a curling iron. Doesn't seem to get hot enough."
B07YFDDH3N,4.148148148,27,1,"Quality (5), Value (5), Usability (4)","Small, fits in the pocket easily, can do beard with one side and hair with the other,  side note is it smells good Feels good in your hand..  It is also comfortable in  Yes! Rocked by 1st impression.","Based on 27 verified reviews (avg rating 4.1/5, credibility 1.00): Small, fits in the pocket easily, can do beard with one side and hair with the other,  side note is it smells good Feels good in your hand..  It is also comfortable in  Yes! Rocked by 1st impression."
B07YFRD9ZH,3.296296296,54,1,"Quality (8), Value (8), Delivery (1), Usability (13)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 54 verified reviews (avg rating 3.3/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B07YFWS1Y3,4.523255814,86,1,"Quality (18), Value (14), Delivery (1), Content (5), Usability (19)","This is a 5 Star makeup bag anyway you look at it! It holds all that you need and then some. There's an adjustable shoulder strap if you want to carry it on your shoulder, there's also a hand hold if you prefer. The bottom section has convenient removable dividers.","Based on 86 verified reviews (avg rating 4.5/5, credibility 1.00): This is a 5 Star makeup bag anyway you look at it! It holds all that you need and then some. There's an adjustable shoulder strap if you want to carry it on your shoulder, there's also a hand hold if you prefer. The bottom section has convenient removable dividers."
B07YG4PRTN,4.52,25,1,"Quality (7), Value (4), Content (2), Usability (5)",Brushes bristles coming off in chunks. Awful brushes. They’re so top heavy they’d be hard to work with. These are perfect for any Harry Potter fan. Cute vanity decoration..    The metal handle makes it look expensive and durable.,"Based on 25 verified reviews (avg rating 4.5/5, credibility 1.00): Brushes bristles coming off in chunks. Awful brushes. They’re so top heavy they’d be hard to work with. These are perfect for any Harry Potter fan. Cute vanity decoration..    The metal handle makes it look expensive and durable."
B07YHNWHSJ,4.150943396,53,1,"Quality (5), Value (16), Delivery (4), Content (2), Usability (10)",Great deal. Good deal for this wig. Going through chemo and needed to feel like self. Ok for the price. Looks too light and cheap you get what you payed for Save your money. Roots are very fake.,"Based on 53 verified reviews (avg rating 4.2/5, credibility 1.00): Great deal. Good deal for this wig. Going through chemo and needed to feel like self. Ok for the price. Looks too light and cheap you get what you payed for Save your money. Roots are very fake."
B07YJBSPFC,4.888888889,27,1,"Quality (2), Value (6), Delivery (2), Usability (9)","Good bang for your buck. Easy to clean & sanitize as well! Gets the job done. These are much better than the bits that come with the portable drills. Between the coarse and the fine bits, they are perfect.","Based on 27 verified reviews (avg rating 4.9/5, credibility 1.00): Good bang for your buck. Easy to clean & sanitize as well! Gets the job done. These are much better than the bits that come with the portable drills. Between the coarse and the fine bits, they are perfect."
B07YJCW7GR,3.215384615,65,1,"Quality (2), Value (16), Delivery (1), Usability (43)",This product was for  Not Even Close!. Best Razor Ever! A Win!.  Perfect. No knicks/cuts- im so happy !! He has african american hair and  Compact and Nice Attachments. This shaver is probably the best one out there for the price.,"Based on 65 verified reviews (avg rating 3.2/5, credibility 1.00): This product was for  Not Even Close!. Best Razor Ever! A Win!.  Perfect. No knicks/cuts- im so happy !! He has african american hair and  Compact and Nice Attachments. This shaver is probably the best one out there for the price."
B07YJF9T5W,4.64,25,1,"Value (1), Usability (8)",2 brushes in 1! Makes it super easy to power through thick type 4 hair. The cool part is that little clip thing that comes with it converts it into a static brush. So it’s like getting 2 brushes in1! Good find. Detangles   Minimal shedding.,"Based on 25 verified reviews (avg rating 4.6/5, credibility 1.00): 2 brushes in 1! Makes it super easy to power through thick type 4 hair. The cool part is that little clip thing that comes with it converts it into a static brush. So it’s like getting 2 brushes in1! Good find. Detangles   Minimal shedding."
B07YJKCNGM,3.5,42,1,"Quality (2), Value (5), Delivery (3), Usability (25)","The product is ok, but.... Took almost 3 months for this to arrive from China. Easy application. Draws on like a magic marker. The ink bleeds and does not appear as shown in pictures.","Based on 42 verified reviews (avg rating 3.5/5, credibility 1.00): The product is ok, but.... Took almost 3 months for this to arrive from China. Easy application. Draws on like a magic marker. The ink bleeds and does not appear as shown in pictures."
B07YM54GLC,4.027027027,37,1,"Quality (1), Value (2), Content (2), Usability (8)",Demure has mica and zinc oxide and titanium dioxides as well as the minerals to tint the powder like iron oxide and ultramarine. Mica is even purported to kill demodex mites which are a factor in some rosacea.,"Based on 37 verified reviews (avg rating 4.0/5, credibility 1.00): Demure has mica and zinc oxide and titanium dioxides as well as the minerals to tint the powder like iron oxide and ultramarine. Mica is even purported to kill demodex mites which are a factor in some rosacea."
B07YQ8DWGR,4.71875,32,1,"Quality (8), Value (2), Usability (2)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 32 verified reviews (avg rating 4.7/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B07YQQPV9Q,3.222222222,27,1,"Quality (4), Value (7), Usability (7)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 27 verified reviews (avg rating 3.2/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B07YQXH9M6,4.269230769,52,1,"Quality (5), Value (12), Delivery (7), Content (1), Usability (10)",This razor is so cheaply made. It has no weight to it it has no balance to it and  Good item. Bought this for   He is happy! Nothing great the hand. Just did not produce the close shave I was expected Great deal on the best razor. Arrived quickly Perfect replacement.,"Based on 52 verified reviews (avg rating 4.3/5, credibility 1.00): This razor is so cheaply made. It has no weight to it it has no balance to it and  Good item. Bought this for   He is happy! Nothing great the hand. Just did not produce the close shave I was expected Great deal on the best razor. Arrived quickly Perfect replacement."
B07YRMWMRJ,4.03030303,33,1,"Quality (7), Value (11), Delivery (2), Usability (11)","This hair is very soft and thick. The customer service is very responsive and friendly. Just a few spray of water makes the curls pop. The only bad thing about this hair, the curl pattern isn’t cute for  Otherwise, well worth the money!","Based on 33 verified reviews (avg rating 4.0/5, credibility 1.00): This hair is very soft and thick. The customer service is very responsive and friendly. Just a few spray of water makes the curls pop. The only bad thing about this hair, the curl pattern isn’t cute for  Otherwise, well worth the money!"
B07YSWG27G,3.852941176,34,1,"Quality (1), Value (2), Delivery (1), Usability (5)","Use the weekly Newsquiz to test your knowledge of stories you saw on CNN.com. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 34 verified reviews (avg rating 3.9/5, credibility 1.00): Use the weekly Newsquiz to test your knowledge of stories you saw on CNN.com. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B07YV43F2N,3.705128205,78,1,"Quality (8), Value (10), Delivery (1), Content (2), Usability (53)","This cordless water flosser is handheld, cordless and nice for travel or less bulky on the counter top. It works well extremely powerful, be careful and start on the low setting. Only issue is the water reservoir doesn't detach, there is a small hole to fill it up and to leave open to dry. This makes it more susceptible to mold if you don't maintain it.","Based on 78 verified reviews (avg rating 3.7/5, credibility 1.00): This cordless water flosser is handheld, cordless and nice for travel or less bulky on the counter top. It works well extremely powerful, be careful and start on the low setting. Only issue is the water reservoir doesn't detach, there is a small hole to fill it up and to leave open to dry. This makes it more susceptible to mold if you don't maintain it."
B07YWPSBRR,4.821428571,28,1,"Quality (8), Value (2), Delivery (1), Usability (7)","Great for little friends. Kids love them! Very ""Green"" toothbrushes!. Very well designed, the brush itself is sturdy enough to compare with others. bamboo handle feels great while holding it and using it! And with 8 coming in one pack  Stiff bristles, good toothbrush. These are not soft, and actually quite stiff.","Based on 28 verified reviews (avg rating 4.8/5, credibility 1.00): Great for little friends. Kids love them! Very ""Green"" toothbrushes!. Very well designed, the brush itself is sturdy enough to compare with others. bamboo handle feels great while holding it and using it! And with 8 coming in one pack  Stiff bristles, good toothbrush. These are not soft, and actually quite stiff."
B07YWRRGSD,4.023255814,43,1,"Quality (2), Value (3), Delivery (1), Usability (29)",This product arrived without the application brush. It was extremely sheer and came off after only a few hours. This product you can “paint” on and brows look great if you have few hairs. Not waterproof/not worth it.,"Based on 43 verified reviews (avg rating 4.0/5, credibility 1.00): This product arrived without the application brush. It was extremely sheer and came off after only a few hours. This product you can “paint” on and brows look great if you have few hairs. Not waterproof/not worth it."
B07YWS7XF4,3.020833333,48,1,"Quality (2), Value (6), Usability (23)",The eyebrow gel works really well but the extra brush and applicator that comes with it is really of no use it’s way too big to use for eyebrows the smaller brush that comes inside of the bottle works just fine I really like this one I have about 15 different brow gel‘s and this is my every day go to now.,"Based on 48 verified reviews (avg rating 3.0/5, credibility 1.00): The eyebrow gel works really well but the extra brush and applicator that comes with it is really of no use it’s way too big to use for eyebrows the smaller brush that comes inside of the bottle works just fine I really like this one I have about 15 different brow gel‘s and this is my every day go to now."
B07YX3QT1D,4.382352941,34,1,"Quality (2), Value (8), Delivery (1), Content (1), Usability (20)",POWDERY EYEBROWS. This product did work at all. It was not easy to apply since a glob comes out each time. Then it dries to a powder so you have powdery eye brows. Threw it away after trying to use for two weeks. Oh well... BEST EYE BROW GEL  HIGHLY RECOMMEND.. Easy to apply. Very natural looking. It smears easily!. It is NOT waterproof or sm,"Based on 34 verified reviews (avg rating 4.4/5, credibility 1.00): POWDERY EYEBROWS. This product did work at all. It was not easy to apply since a glob comes out each time. Then it dries to a powder so you have powdery eye brows. Threw it away after trying to use for two weeks. Oh well... BEST EYE BROW GEL  HIGHLY RECOMMEND.. Easy to apply. Very natural looking. It smears easily!. It is NOT waterproof or sm"
B07YX9CB4S,4.694444444,36,1,"Quality (6), Value (3), Delivery (1), Content (1), Usability (12)","Carry-on size only; too small. They hold very little--even less than the TSA's carry-on limit of 3.4 oz. The spray bottle, for instance, wouldn't hold more than a couple day's worth of hairspray.","Based on 36 verified reviews (avg rating 4.7/5, credibility 1.00): Carry-on size only; too small. They hold very little--even less than the TSA's carry-on limit of 3.4 oz. The spray bottle, for instance, wouldn't hold more than a couple day's worth of hairspray."
B07YXZ6WLJ,2.133333333,30,1,"Quality (2), Value (13), Usability (4)",Don’t buy. Sucks honestly. Not even worth $60 Horrible. Complete garbage sheds.. and hauled up when bleached. Okay. The hair is 'ok' it's not the greatest...but if you need something quick for an event this will do the trick...just wash before use Hair is a mess.,"Based on 30 verified reviews (avg rating 2.1/5, credibility 1.00): Don’t buy. Sucks honestly. Not even worth $60 Horrible. Complete garbage sheds.. and hauled up when bleached. Okay. The hair is 'ok' it's not the greatest...but if you need something quick for an event this will do the trick...just wash before use Hair is a mess."
B07YY87DBY,4.44,25,1,"Quality (7), Value (5), Usability (1)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 25 verified reviews (avg rating 4.4/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B07YYXVW48,4.366666667,30,1,"Quality (2), Delivery (1), Content (1), Usability (23)","Compact, easy to use, works Perfectly on short hair. Light weight and works great! Great purchase!! Must buy!!. This brush is amazing!! It straightens I love this & would recommend it Good buy. Excellent beard straightener. Great for long beards.","Based on 30 verified reviews (avg rating 4.4/5, credibility 1.00): Compact, easy to use, works Perfectly on short hair. Light weight and works great! Great purchase!! Must buy!!. This brush is amazing!! It straightens I love this & would recommend it Good buy. Excellent beard straightener. Great for long beards."
B07YZ7JG6Z,2.850574713,87,1,"Quality (11), Value (6), Delivery (3), Content (1), Usability (48)",The product is very weak and does not accomplish what is advertised. The quality of the polish itself is very poor. The magnets that came with it do not make the designs shown in the videos or pictures. You get what you pay for.,"Based on 87 verified reviews (avg rating 2.9/5, credibility 1.00): The product is very weak and does not accomplish what is advertised. The quality of the polish itself is very poor. The magnets that came with it do not make the designs shown in the videos or pictures. You get what you pay for."
B07Z2632L2,4.060344828,116,1,"Quality (23), Value (22), Delivery (2), Usability (18)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 116 verified reviews (avg rating 4.1/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B07Z2QTWSW,4.512195122,41,1,"Quality (4), Value (2), Delivery (1), Content (1), Usability (12)","This eye rinse works well, doesn't burn and isn't uncomfortable in any way, and actually does clean and soothe irritated eyes easily. After ""cleaning""   It lasts a long time too. Buy it, it is the best eye wash compare to many others currently on the market.","Based on 41 verified reviews (avg rating 4.5/5, credibility 1.00): This eye rinse works well, doesn't burn and isn't uncomfortable in any way, and actually does clean and soothe irritated eyes easily. After ""cleaning""   It lasts a long time too. Buy it, it is the best eye wash compare to many others currently on the market."
